SPS/2606/00407-B01,4871.0975000
SPS/2605/00830-B01,4848.2200000
SPS/2605/00480-B01,4833.2076000
SPS/2605/00740-B01,4790.5200000
SPS/2606/00151-S01,4765.5930000
SPS/2606/00112-B01,4761.4412000
SPS/2606/00146-S01,4718.8715000
SPS/2606/00006-B01,4704.0602700
SPS/2604/00229-B01,4703.3640000
SPS/2606/00305-B02,4666.5850000
SPS/2605/01123-B01,4659.8000000
SPS/2606/00275-B01,4657.4730000
,4621.5440000
SPS/2605/01138-B03,4620.2430000
SPS/2606/00277-B02,4609.0275000
SPS/2604/01217-B06,4592.4032000
SPS/2606/00154-S01,4578.7070000
SPS/2606/00349-B01,4557.7732000
SPS/2606/00460-B01,4510.4280000
SPS/2605/00016-B01,4478.5494000
SPS/2604/01216-B05,4435.8440000
SPS/2605/00647-B01,4424.3460800
SPS/2604/00093-B06,4367.6378000
SPS/2605/00224-B01,4321.2444000
SPS/2605/01091-B01,4287.1500000
SPS/2606/00485-B01,4279.3800000
SPS/2606/00235-B01,4259.3112000
SPS/2604/00093-B08,4251.9104000
SPS/2606/00096-B02,4245.8754000
SPS/2606/00277-B03,4219.4075000
SPS/2606/00052-B01,4192.0200000
SPS/2605/00362-B03,4173.8400000
SPS/2605/01126-S02,4170.8520000
SPS/2606/00236-B01,4118.7204000
SPS/2605/01136-B01,4098.8232000
SPS/2604/01188-B13,4073.3000000
SPS/2604/01218-B06,4049.3184000
SPS/2606/00097-B03,4005.8944000
SPS/2605/01092-B01,4003.9834000
SPS/2605/00775-B01,4000.4712000
SPS/2605/01086-B01,3973.3650000
SPS/2605/01148-B01,3956.8000000
SPS/2606/00220-B01,3913.1280000
SPS/2606/00097-B02,3892.8248000
SPS/2604/00152-B03,3872.1792000
SPS/2605/00773-B01,3870.6624000
SPS/2606/00009-B01,3864.4200000
SPS/2604/01217-B07,3835.7004000
SPS/2606/00156-S01,3810.3664000
SPS/2605/00684-B02,3735.2000000
SPS/2606/00296-S01,3727.6464000
SPS/2606/00108-S01,3717.9000000
SPS/2605/01163-B01,3699.3411000
SPS/2606/00312-B01,3679.1720000
SPS/2605/00671-B01,3678.1404000
SPS/2606/00373-B01,3676.4948000
SPS/2605/01074-B01,3673.2850000
SPS/2606/00042-B01,3671.8000000
SPS/2606/00121-B01,3658.1000000
SPS/2605/00957-B01,3645.4128000
SPS/2606/00234-B01,3627.9360000
SPS/2606/00099-B01,3611.8029200
SPS/2605/00670-B01,3606.0200000
SPS/2605/01102-B01,3572.6250000
SPS/2606/00016-B01,3569.6232000
SPS/2606/00577-B01,3559.7100000
SPS/2605/00242-B01,3555.8444000
SPS/2605/00966-B01,3552.7800000
SPS/2605/01087-B01,3548.0550000
SPS/2604/01056-B01,3544.2720000
SPS/2605/00765-B01,3474.0000000
SPS/2604/01485-B02,3465.1424000
SPS/2604/01220-B10,3457.0378000
SPS/2604/00727-B02,3443.6850000
SPS/2606/00313-B01,3440.5650000
SPS/2604/00829-B02,3431.7150000
SPS/2606/00201-S01,3429.4414000
SPS/2605/00629-B01,3409.5600000
SPS/2605/00071-B01,3399.6000000
SPS/2604/01038-B01,3390.7020000
SPS/2605/01108-B01,3384.7368200
SPS/2605/00235-B01,3354.7190000
SPS/2605/00852-B01,3347.0760000
SPS/2606/00378-B01,3347.0760000
SPS/2605/00016-B10,3335.1708000
SPS/2605/00831-B01,3322.6704000
SPS/2604/01218-B07,3312.4020000
SPS/2605/01109-B01,3310.8914000
SPS/2606/00294-B03,3304.2900000
SPS/2605/00663-B01,3303.2070000
SPS/2605/00668-B01,3296.9970000
SPS/2606/00313-B02,3249.4225000
SPS/2605/00436-B01,3249.0444000
SPS/2606/00292-B01,3247.8768000
SPS/2605/01119-B01,3216.9000000
SPS/2604/01259-B01,3186.3936000
SPS/2604/01345-B01,3157.7882000
SPS/2606/00060-B01,3153.2704000
SPS/2606/00098-B01,3098.9168000
SPS/2605/01181-B01,3079.0116000
SPS/2603/00986-B01,3077.8164000
SPS/2605/00766-B01,3077.6760000
SPS/2605/00225-B02,3074.2471200
SPS/2605/01182-B01,3072.3400000
SPS/2605/00485-B04,3052.6980000
SPS/2604/00227-B02,3031.0568000
SPS/2605/00970-B01,3003.7140000
SPS/2605/01094-B01,2978.6850000
SPS/2604/00149-B07,2960.4354000
SPS/2605/01145-B01,2959.7925000
SPS/2604/00104-B01,2946.4116500
SPS/2606/00131-B01,2904.7641000
SPS/2605/00860-L02,2903.0400000
SPS/2606/00022-S01,2897.8231000
SPS/2605/00459-B02,2895.1552000
SPS/2605/00930-B01,2867.9360000
SPS/2606/00170-B01,2854.0200000
SPS/2605/00914-B01,2841.3525000
SPS/2606/00168-B01,2821.7932000
SPS/2604/01056-P0301,2820.8880000
SPS/2606/00107-S01,2800.6395000
SPS/2603/00975-B02,2780.3942000
SPS/2606/00345-B01,2767.4100000
SPS/2604/01466-B03,2751.2406000
SPS/2605/01003-B01,2735.0056000
SPS/2602/01014-F02,2730.0000000
SPS/2604/00938-B01,2723.6433400
SPS/2606/00340-S01,2659.0761400
SPS/2605/00133-TB01,2637.7500000
SPS/2605/00954-TB01,2637.7500000
SPS/2605/00954-TB02,2637.7500000
